			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	Type
Kløver-græs,     12-15 cm, 60% kløver 			428	17	  	9.8	24.0	19.3	8.8	7.5	4.1	2.9	2.5	210.0	62.1	18.5	11.0	2.0	36.0	34.0	  	80.5	70.6	91.1	69.9	71.6	78.9	79.0	  	10.5	4.0	2.2	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	55.5	0.378884	0.950397	  	14.2	1.0	  	1.0	6.1	199.7	91.3	77.4	25.4	113.7	20.7	372.2	0.4	1.0	57.4						2
Kløver-græs,     20-25 cm, 60% kløver 			429	17	  	9.8	22.0	17.5	8.7	5.7	3.9	2.7	2.3	210.0	64.3	20.0	11.0	2.0	36.3	39.0	  	79.4	69.1	90.5	69.2	70.4	76.6	77.0	  	10.5	4.0	2.2	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	60	0.399322	0.958695	  	13.7	0.9	  	1.1	6.4	190.7	95.1	62.3	25.6	120.2	21.8	396.0	0.4	1.0	65.5						2
Kløver-græs,        6-8 cm, tidlig, vanding 			431	17	  	9.3	23.5	18.9	9.0	7.0	4.3	3.1	2.6	210.0	62.9	16.5	15.5	1.0	36.8	32.0	  	80.2	73.5	92.5	71.5	72.7	84.7	83.0	  	6.5	3.8	1.7	27.0	1.2	5.0	1.4	514.4	230.0	60.0	40.0	5.0	0.5	0.1	  	100	250	  	150	  	49.5	0.372389	1.005478	  	14.9	1.0	  	1.0	5.6	180.7	86.4	67.1	24.7	148.6	9.6	352.8	0.4	1.0	47.5						2
Kløver-græs,        6-8 cm, midt, vanding 			432	19	  	9.6	24.0	19.3	8.8	7.5	4.3	3.1	2.6	210.0	62.1	19.5	9.5	1.0	37.6	38.0	  	80.5	69.8	90.8	69.5	72.7	77.4	78.0	  	7.0	4.3	2.0	30.0	1.4	7.0	2.1	499.7	230.0	90.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	58.5	0.405743	1.006151	  	14.1	1.0	  	1.0	5.5	202.4	92.1	78.5	27.0	99.5	10.5	393.6	0.4	1.1	61.3						2
Kløver-græs,        6-8 cm, sen, vanding 			433	18	  	9.9	25.5	20.7	8.7	8.8	4.3	3.1	2.6	210.0	60.3	19.5	7.0	1.0	36.6	38.0	  	81.2	68.3	90.1	68.8	72.7	74.0	76.0	  	7.5	4.3	2.3	30.0	1.7	11.0	2.7	362.6	230.0	70.0	80.0	9.0	0.5	0.1	  	100	250	  	150	  	58.5	0.41234	1.000958	  	13.8	0.9	  	1.1	6.0	223.0	94.0	94.9	27.8	75.3	10.8	394.3	0.4	1.1	63.0						2
Kløver-græs,        6-8 cm, tidlig,          -vanding 			434	17	  	9.3	23.5	18.9	9.0	7.0	4.3	3.1	2.6	210.0	62.9	17.0	15.5	1.0	36.8	33.0	  	80.2	73.5	92.5	71.5	72.7	84.7	83.0	  	6.5	3.8	1.7	27.0	1.2	5.0	1.4	514.4	230.0	60.0	40.0	5.0	0.5	0.1	  	100	250	  	150	  	51	0.373116	1.005606	  	14.9	1.0	  	1.0	5.6	181.0	86.5	67.2	24.8	148.8	9.6	353.3	0.4	1.0	49.0						2
Kløver-græs,        6-8 cm, midt,            -vanding 			435	20	  	9.6	22.0	17.5	8.7	5.7	4.3	3.1	2.6	210.0	64.1	20.5	9.5	1.0	38.5	39.0	  	79.4	69.1	90.5	69.2	72.7	76.5	77.0	  	7.0	4.3	2.0	30.0	1.4	7.0	2.1	499.7	230.0	90.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	61.5	0.418901	1.011579	  	13.8	0.9	  	1.1	5.4	189.2	94.1	62.3	28.0	103.0	10.8	417.5	0.5	1.1	66.7						2
Kløver-græs,        6-8 cm, sen,             -vanding 			436	19	  	9.9	24.5	19.8	8.7	8.0	4.3	3.1	2.6	210.0	61.3	20.0	7.0	1.0	37.6	39.0	  	80.8	68.3	90.1	68.8	72.7	74.3	76.0	  	7.5	4.3	2.3	30.0	1.7	11.0	2.7	362.6	230.0	70.0	80.0	9.0	0.5	0.1	  	100	250	  	150	  	60	0.415678	1.002436	  	13.7	0.9	  	1.1	5.7	214.8	94.5	86.4	28.0	76.0	10.9	407.9	0.5	1.1	65.1						2
Kløver-græs,     12-15 cm, tidlig, vanding 			437	17	  	9.3	22.5	17.9	9.0	6.0	4.1	2.9	2.5	210.0	64.1	17.0	17.0	1.0	36.4	33.0	  	79.7	73.5	92.5	71.5	71.6	84.9	83.0	  	6.5	3.8	1.7	27.0	1.2	5.0	1.4	514.4	230.0	60.0	40.0	5.0	0.5	0.1	  	100	250	  	150	  	51	0.377128	1.006366	  	14.8	1.0	  	1.0	5.7	173.7	87.4	58.6	23.8	164.8	9.7	353.0	0.4	1.0	49.4						2
Kløver-græs,     12-15 cm, midt, vanding 			438	19	  	9.6	23.0	18.4	8.8	6.6	4.1	2.9	2.5	210.0	63.3	20.5	11.0	1.0	37.2	39.0	  	80.0	69.8	90.8	69.5	71.6	77.7	78.0	  	7.0	4.3	2.0	30.0	1.4	7.0	2.1	499.7	230.0	90.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	61.5	0.411158	1.00827	  	14.0	0.9	  	1.1	5.6	195.4	93.3	69.8	26.1	116.9	10.6	395.0	0.4	1.1	65.3						2
Kløver-græs,     12-15 cm, sen, vanding 			439	18	  	9.9	24.5	19.8	8.7	7.9	4.1	2.9	2.5	210.0	61.5	20.5	7.5	1.0	37.3	39.0	  	80.8	68.3	90.1	68.8	71.6	74.4	76.0	  	7.5	4.3	2.3	30.0	1.7	11.0	2.7	362.6	230.0	70.0	80.0	9.0	0.5	0.1	  	100	250	  	150	  	61.5	0.417704	1.003365	  	13.7	0.9	  	1.1	6.1	216.0	95.2	86.4	26.9	81.9	10.9	406.7	0.5	1.1	67.1						2
Kløver-græs,     12-15 cm, tidlig,           -vanding 			440	17	  	9.3	22.5	17.9	9.0	6.0	4.1	2.9	2.5	210.0	64.1	17.5	17.0	1.0	36.4	34.0	  	79.7	73.5	92.5	71.5	71.6	84.9	83.0	  	6.5	3.8	1.7	27.0	1.2	5.0	1.4	514.4	230.0	60.0	40.0	5.0	0.5	0.1	  	100	250	  	150	  	52.5	0.377855	1.006513	  	14.8	1.0	  	1.0	5.7	174.0	87.5	58.7	23.9	165.0	9.7	353.6	0.4	1.0	51.0						2
Kløver-græs,     12-15 cm, midt,             -vanding 			441	20	  	9.6	21.5	17.0	8.7	5.3	4.1	2.9	2.5	210.0	64.8	21.5	11.0	1.0	37.7	41.0	  	79.0	69.1	90.5	69.2	71.6	76.7	77.0	  	7.0	4.3	2.0	30.0	1.4	7.0	2.1	499.7	230.0	90.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	64.5	0.422991	1.013459	  	13.7	0.9	  	1.1	5.5	186.2	95.2	57.8	27.0	120.5	11.0	412.8	0.5	1.1	70.7						2
Kløver-græs,     12-15 cm, sen,              -vanding 			442	19	  	9.9	24.5	19.8	8.7	7.9	4.1	2.9	2.5	210.0	61.5	20.5	7.5	1.0	37.3	39.0	  	80.8	68.3	90.1	68.8	71.6	74.4	76.0	  	7.5	4.3	2.3	30.0	1.7	11.0	2.7	362.6	230.0	70.0	80.0	9.0	0.5	0.1	  	100	250	  	150	  	61.5	0.417704	1.003365	  	13.7	0.9	  	1.1	5.7	216.0	95.2	86.4	26.9	81.9	10.9	406.7	0.5	1.1	67.1						2
Italiensk rajgræs, forår, tidlig 			444	19	  	11.0	25.0	20.3	8.1	9.7	4.9	3.7	3.4	195.0	59.1	18.0	15.0	0.0	35.8	  	  	81.0	78.0	92.0	63.6	75.6	86.0	84.0	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	100	250	  	150	  	54	0.388795	1.055378	  	15.0	1.0	  	1.0	5.0	193.2	77.3	92.6	32.7	143.1	0.0	341.6	0.4	1.0	51.5						2
Italiensk rajgræs, forår, midt 			445	19	  	11.0	21.0	16.5	8.5	5.4	4.7	3.5	3.3	195.0	63.3	21.0	14.0	0.0	38.5	  	  	78.7	74.0	92.0	69.2	74.7	82.9	81.5	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	100	250	  	150	  	63	0.422761	1.0639	  	14.3	1.0	  	1.0	5.4	170.2	87.3	55.8	33.9	144.2	0.0	396.4	0.4	1.1	64.9						2
Italiensk rajgræs, forår, sen 			446	19	  	11.0	18.0	13.7	8.3	2.9	4.5	3.3	3.2	195.0	66.5	24.0	13.0	0.0	39.4	  	  	76.3	72.0	92.0	71.4	73.8	78.7	78.0	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	100	250	  	150	  	72	0.460619	1.080422	  	13.5	0.9	  	1.1	5.9	155.3	94.3	32.3	35.6	146.9	0.0	444.8	0.5	1.2	81.4						2
Italiensk rajgræs,      e. helsæd 			448	16	  	11.0	17.0	12.8	7.9	2.7	4.5	3.3	3.2	200.0	67.5	25.0	10.0	0.0	39.3	  	  	75.4	72.0	92.0	71.4	73.8	73.0	73.5	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	100	250	  	150	  	75	0.495104	1.101915	  	12.8	0.8	  	1.2	7.7	158.8	97.5	33.9	39.1	124.0	0.0	487.1	0.6	1.4	93.0						2
Italiensk rajgræs,      e. korn 			449	16	  	11.0	18.5	14.2	8.0	4.0	4.5	3.3	3.2	200.0	66.0	23.0	10.0	0.0	38.3	  	  	76.8	72.0	92.0	71.4	73.8	73.2	74.0	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	100	250	  	150	  	69	0.484489	1.094645	  	12.9	0.8	  	1.2	7.5	171.0	95.7	48.1	37.9	120.4	0.0	461.5	0.6	1.3	83.1						2
Varigt enggræs 			458	18	  	10.0	20.0	15.6	8.5	4.0	3.9	2.7	2.1	210.0	66.1	23.0	13.0	0.0	36.2	39.0	  	78.0	67.6	89.8	68.5	70.4	74.4	75.0	  	9.5	4.0	1.7	30.0	2.5	  	  	  	  	  	  	  	  	  	  	100	250	  	150	  	69	0.472146	1.086923	  	13.2	0.9	  	1.2	6.5	181.7	99.3	47.0	24.5	151.4	0.0	421.0	0.5	1.3	80.3						2
Græs,        6-8 cm 			464	17	  	9.4	22.0	17.5	8.8	5.7	4.1	2.9	2.2	203.0	64.5	20.0	12.0	0.0	39.2	41.0	  	79.4	70.6	91.1	69.9	71.6	79.3	79.0	  	5.5	3.4	1.8	29.0	1.5	8.0	2.1	450.3	220.0	70.0	40.0	7.0	0.4	0.0	  	100	250	  	150	  	60	0.429876	1.066441	  	14.1	1.0	  	1.0	6.2	182.9	92.3	59.2	23.2	125.7	0.0	410.3	0.5	1.1	62.8						2
Græs,        12-15 cm 	FEEDRYEGRASS	RYEGRASS	465	19	  	9.4	21.0	16.5	8.8	4.7	3.9	2.7	2.1	196.0	65.7	21.0	13.0	0.0	39.3	41.0	  	78.7	70.6	91.1	69.9	70.4	79.6	79.0	  	5.5	3.4	1.8	29.0	1.5	8.0	2.1	450.3	220.0	70.0	40.0	7.0	0.4	0.0	  	100	250	  	150	  	63	0.435615	1.06868	  	14.0	0.9	  	1.1	5.6	175.5	93.5	50.2	22.4	138.0	0.0	417.3	0.5	1.1	66.9	0.2	31	1.45	0.46	1.22	2
Græs,        20-25 cm 			466	18	  	9.4	19.0	14.7	8.7	3.0	3.7	2.6	2.0	185.0	67.9	23.0	13.0	0.0	39.5	43.0	  	77.2	69.1	90.5	69.2	69.0	77.4	77.0	  	5.5	3.4	1.8	29.0	1.5	8.0	2.1	450.3	220.0	70.0	40.0	7.0	0.4	0.0	  	100	250	  	150	  	69	0.45933	1.079738	  	13.5	0.9	  	1.1	6.3	165.2	97.6	33.7	22.5	146.4	0.0	445.3	0.5	1.2	77.7						2
Galega 			471	22	  	11.0	17.5	12.8	7.1	4.4	3.0	1.9	2.0	  	68.5	29.0	12.0	0.0	30.3	  	  	75.4	68.0	91.0	71.9	62.7	61.7	64.0	  	13.0	3.0	2.4	22.0	0.6	7.3	2.7	214.4	290.0	42.0	32.0	7.0	0.4	0.0	  	  	  	  	  	  	87	0.5754	1.175763	  	11.1	0.6	  	1.6	7.3	205.3	113.9	69.7	31.2	192.3	0.0	485.0	0.9	1.9	139.4						2
Hvidkløver, beg. blomst 			472	13	  	11.0	25.0	20.3	7.8	10.2	5.6	4.4	2.7	  	58.4	17.0	12.0	2.0	35.2	  	  	81.0	76.0	92.0	66.7	78.1	84.3	83.0	  	18.0	4.0	2.2	29.0	1.4	  	  	  	150.0	60.0	30.0	9.0	0.1	  	  	  	  	  	  	  	51	0.324209	0.879516	  	14.9	1.0	  	1.0	7.3	193.3	74.8	97.4	25.7	114.5	19.1	336.4	0.3	0.8	48.7						2
Rødkløver, beg. blomst 			473	15	  	9.0	17.0	12.8	7.5	3.7	7.3	6.0	3.5	  	66.7	25.0	12.0	2.0	33.6	  	  	75.4	72.0	94.0	78.6	82.3	71.4	73.0	  	15.0	3.0	2.8	25.0	0.4	  	  	  	130.0	60.0	29.0	7.0	0.2	  	  	  	  	  	  	  	75	0.389827	0.903656	  	13.4	0.9	  	1.2	7.7	147.5	86.2	43.0	40.3	138.1	23.0	386.9	0.4	1.0	86.3						2
Foder-marvkål 			475	14	  	11.0	12.9	9.0	8.1	-1.5	1.7	0.6	1.1	  	74.4	20.2	10.0	0.0	52.5	  	  	69.7	75.0	93.0	72.0	37.2	84.0	81.0	  	19.4	4.3	2.8	30.0	2.5	  	  	  	  	54.0	32.0	7.0	0.1	  	  	  	  	  	  	  	45	0.468704	1.08491	  	13.2	0.9	  	1.2	8.2	103.8	94.0	-17.1	12.8	115.4	0.0	605.4	0.5	1.3	51.9						2
Heste-bønner 			476	18	  	9.0	16.5	12.3	6.9	3.0	2.5	1.4	1.6	  	72.0	25.0	10.0	0.0	42.7	33.0	  	74.8	75.0	87.0	48.0	56.0	73.2	73.0	  	12.8	4.7	2.5	17.0	2.7	  	  	  	  	41.0	32.0	7.0	0.2	  	  	  	  	  	  	  	49	0.421825	0.923031	  	12.6	0.8	  	1.3	7.0	156.5	87.3	37.6	20.6	126.8	0.0	541.1	0.5	1.2	62.1						2
Sød lupin 			479	15	  	12.1	17.7	13.5	6.9	5.2	2.4	1.3	1.6	  	67.8	28.2	12.0	0.0	33.0	49.0	  	76.1	75.0	93.0	72.0	54.3	66.4	68.0	  	10.2	2.6	2.3	32.0	0.5	  	  	  	121.0	165.0	74.0	7.0	0.0	  	  	  	  	  	  	  	63	0.462715	0.961758	  	11.5	0.7	  	1.5	10.0	201.0	102.3	78.2	23.3	179.1	0.0	492.7	0.7	1.4	94.0						2
Havre, ærter, vikker 			480	24	  	8.7	14.0	10.0	6.4	1.7	2.9	1.8	1.9	  	74.4	28.0	12.0	6.0	31.4	  	  	71.6	75.0	88.0	52.0	61.5	66.4	67.0	  	6.0	3.0	2.5	25.0	0.5	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	63	0.487639	1.116599	  	11.6	0.7	  	1.5	6.1	147.6	94.7	24.8	27.8	176.8	88.4	462.0	0.7	1.6	92.8						2
Grønbyg før skrid. 			481	18	  	10.0	14.0	10.0	7.5	0.7	2.0	0.9	1.3	127.0	74.0	24.0	12.0	6.0	36.8	  	  	71.6	75.0	93.0	72.0	46.0	74.0	73.0	  	5.4	3.7	1.7	29.5	0.9	5.8	1.6	530.2	  	42.0	  	8.0	  	0.0	  	  	  	  	  	  	54	0.517416	1.119094	  	12.2	0.8	  	1.3	7.3	132.6	98.6	9.5	16.7	158.8	79.4	486.3	0.7	1.5	71.4						2
Byg- helsæd, frisk 	FEEDWHOLECROP_BARLEY	WHOLECROP_BARLEY	483	35	  	6.1	10.5	6.8	7.1	-2.7	2.0	0.9	1.3	127.0	81.4	21.0	8.0	24.0	27.5	  	  	64.4	75.0	87.0	48.0	46.0	73.0	71.5	  	3.3	2.9	1.3	17.0	0.5	5.8	1.0	230.6	120.0	27.0	25.0	5.0	0.1	0.0	  	  	  	  	  	  	47	0.511832	1.114554	  	12.2	0.8	  	1.3	3.7	88.0	92.8	-35.7	16.4	104.1	312.3	357.2	0.7	1.5	61.2	0.2	4	0.22	0.05	0.11	2
Havre- helsæd, frisk 			486	25	  	8.5	13.0	9.1	6.3	0.9	2.5	1.4	1.6	  	76.0	25.0	12.0	6.0	33.3	  	  	69.9	77.0	87.0	43.5	56.0	67.5	67.5	  	4.7	2.9	1.5	19.0	0.7	  	1.0	  	  	57.0	60.0	5.0	  	  	  	  	  	  	  	  	56	0.54788	1.146702	  	11.6	0.7	  	1.5	5.8	132.4	91.6	12.4	23.7	174.8	87.4	484.6	0.8	1.7	81.6						2
Majs,    frisk 			492	23	  	5.0	10.0	6.3	8.4	-4.9	2.2	1.1	1.4	  	82.8	23.0	8.0	17.0	36.0	  	  	63.0	60.0	89.0	72.5	50.5	73.7	72.0	  	3.0	3.0	1.5	16.0	0.2	2.3	0.4	328.1	60.0	25.0	30.0	4.0	0.0	0.0	  	  	  	  	  	  	52	0.505387	1.109513	  	12.5	0.8	  	1.3	5.6	80.4	106.8	-62.4	18.3	102.1	217.1	459.5	0.6	1.4	66.4						2
Grønrug, frisk 			497	16	  	8.0	14.0	10.0	7.8	0.5	3.9	2.7	2.5	  	74.1	26.0	18.0	5.0	33.2	  	  	71.6	75.0	95.0	80.0	70.4	75.9	75.0	  	4.1	3.9	1.5	31.0	0.7	5.9	1.3	575.8	109.0	45.0	27.0	6.0	0.1	  	  	  	  	  	  	  	59	0.482279	1.093205	  	13.1	0.8	  	1.2	7.5	119.9	93.3	5.5	30.3	215.4	59.8	397.7	0.6	1.3	70.6						2
Ærte- helsæd, frisk 	FEEDPEA_FRESH	PEA	499	23	  	8.0	16.5	12.3	7.5	2.9	3.0	1.9	2.0	  	72.5	20.0	12.0	15.0	28.7	  	  	74.8	78.0	93.0	68.2	62.7	76.8	76.0	  	11.0	2.7	2.3	20.0	1.1	6.0	2.0	265.3	290.0	33.0	33.0	5.0	0.3	0.0	  	  	  	  	  	  	45	0.386187	0.902574	  	13.3	0.9	  	1.1	5.0	141.3	86.1	33.5	22.3	137.3	171.6	328.4	0.4	1.0	51.5						2
Lucerne- ensilage, høj FK 			501	39	  	10.7	18.6	14.3	5.7	7.8	4.5	3.3	2.4	  	66.2	25.0	1.0	0.0	43.9	  	  	76.9	85.0	93.0	53.3	73.8	67.8	70.0	  	14.0	3.0	2.2	31.0	0.6	8.0	1.9	474.8	190.0	38.0	63.0	7.0	0.1	0.0	  	40	100	  	90	  	56.25	0.427068	0.962989	  	12.4	0.8	  	1.3	3.3	186.4	74.8	101.6	31.7	13.0	0.0	572.2	0.6	1.3	73.3						2
Lucerne- ensilage, lav FK 			502	40	  	10.3	17.7	13.5	4.8	8.6	4.5	3.3	2.2	  	67.5	33.0	1.0	0.0	35.1	  	  	76.1	85.0	93.0	53.3	73.8	53.5	59.0	  	14.0	3.0	2.2	31.0	0.6	8.0	1.9	474.8	190.0	38.0	63.0	7.0	0.1	0.0	  	40	100	  	90	  	74.25	0.499497	1.033446	  	10.6	0.6	  	1.8	4.4	236.3	83.6	150.8	37.9	17.6	0.0	617.0	0.9	1.8	130.4						2
Kløver-græsens.,  høj FK,          20% kløver 			521	34	  	9.8	16.8	12.6	7.1	3.6	4.6	3.4	1.8	210.0	68.8	24.7	4.5	1.0	49.3	43.0	  	75.1	79.4	91.0	56.3	74.3	79.6	78.5	  	6.5	3.9	1.9	33.0	1.7	14.0	1.6	423.5	230.0	70.0	45.0	7.0	0.5	0.0	  	60	150	  	75	  	55.575	0.436454	1.107616	  	13.7	0.9	  	1.1	3.3	140.2	78.7	39.5	19.9	50.0	11.1	547.3	0.5	1.2	61.7						2
Kløver-græsens., middel FK,        20% kløver 			522	35	  	9.8	15.6	11.5	6.9	2.9	4.4	3.2	1.7	210.0	70.2	27.3	3.9	1.0	47.1	47.0	  	73.8	77.9	91.0	59.3	73.3	74.1	74.0	  	6.5	3.7	1.9	31.0	1.6	14.0	1.6	368.0	230.0	70.0	45.0	7.0	0.5	0.0	  	60	150	  	75	  	61.425	0.474243	1.122395	  	12.9	0.8	  	1.2	3.5	141.9	84.5	35.3	21.2	48.1	12.3	581.0	0.6	1.4	75.8						2
Kløver-græsens.,  lav FK,          20% kløver 			523	37	  	9.8	13.8	9.8	6.5	1.8	4.2	3.0	1.6	210.0	72.2	30.1	3.3	1.0	44.2	51.0	  	71.3	75.7	91.0	63.0	72.2	67.1	68.0	  	6.5	3.4	1.9	27.0	1.4	14.0	1.5	263.3	230.0	70.0	45.0	7.0	0.5	0.0	  	60	150	  	75	  	67.725	0.52374	1.148795	  	11.8	0.7	  	1.4	3.9	141.7	94.1	25.7	23.6	47.6	14.4	636.6	0.8	1.7	97.6						2
Kløver-græsens.,  høj FK,          40% kløver 			524	34	  	10.1	17.2	13.0	7.0	4.1	4.6	3.4	1.8	210.0	68.1	24.2	4.6	1.5	48.1	42.0	  	75.6	79.9	91.0	55.2	74.3	79.5	78.5	  	7.9	3.9	2.1	32.0	1.6	14.0	1.6	393.6	230.0	70.0	45.0	7.5	0.5	0.0	  	60	150	  	75	  	54.45	0.420184	1.069207	  	13.7	0.9	  	1.1	3.3	144.3	77.7	45.2	19.9	51.1	16.7	533.7	0.5	1.2	60.5						2
Kløver-græsens., middel FK,        40% kløver 	FEEDGRASSCLOVER_SILAGE	GRASSCLOVER	525	35	  	10.1	16.3	12.2	6.7	3.8	4.4	3.2	1.7	210.0	69.2	26.4	3.4	1.5	45.8	45.0	  	74.6	78.8	91.0	57.6	73.3	73.3	73.5	  	7.9	3.7	2.1	29.0	1.6	14.0	1.6	316.9	230.0	70.0	45.0	7.5	0.5	0.0	  	60	150	  	75	  	59.4	0.458267	1.084394	  	12.8	0.8	  	1.2	3.5	150.7	82.8	46.9	21.3	42.1	18.6	567.5	0.6	1.3	73.6						2
Kløver-græsens.,  lav FK,          40% kløver 			526	37	  	10.1	14.8	10.8	6.4	2.9	4.2	3.0	1.6	210.0	70.9	28.9	3.0	1.5	42.8	48.0	  	72.7	76.9	91.0	61.0	72.2	66.8	68.0	  	7.9	3.4	2.1	27.0	1.5	14.0	1.5	267.6	230.0	70.0	45.0	7.5	0.5	0.0	  	60	150	  	75	  	65.025	0.501468	1.105181	  	11.8	0.7	  	1.4	3.9	153.6	91.1	41.8	23.4	42.8	21.4	611.1	0.7	1.6	92.8						2
Kløver-græsens.,  høj FK,          60% kløver 			527	34	  	10.7	18.6	14.3	6.7	5.8	4.6	3.4	1.8	210.0	66.1	23.1	3.6	2.0	46.8	39.0	  	76.9	81.7	91.0	51.0	74.3	79.3	78.5	  	10.9	3.9	2.4	35.0	1.6	14.0	1.6	470.3	230.0	50.0	45.0	9.0	0.5	0.0	  	60	150	  	75	  	51.975	0.403334	1.032617	  	13.7	0.9	  	1.1	3.2	158.0	74.0	64.4	19.8	39.8	22.1	516.9	0.4	1.1	57.4						2
Kløver-græsens., middel FK,        60% kløver 			528	35	  	10.7	18.1	13.8	6.3	6.0	4.4	3.2	1.7	210.0	66.8	24.8	2.9	2.0	43.7	41.0	  	76.4	81.0	91.0	52.6	73.3	72.7	73.5	  	10.9	3.7	2.4	30.0	1.6	14.0	1.6	342.5	230.0	50.0	45.0	9.0	0.5	0.0	  	60	150	  	75	  	55.8	0.438172	1.045177	  	12.9	0.8	  	1.2	3.5	169.4	77.6	73.4	21.0	35.5	24.5	535.0	0.5	1.3	68.3						2
Kløver-græsens.,  lav FK,          60% kløver 			529	37	  	10.7	16.9	12.7	6.0	5.4	4.2	3.0	1.6	210.0	68.2	26.9	2.6	2.0	40.4	43.0	  	75.2	79.5	91.0	56.0	72.2	65.9	68.0	  	10.9	3.4	2.4	27.0	1.5	14.0	1.5	267.6	230.0	50.0	45.0	9.0	0.5	0.0	  	60	150	  	75	  	60.525	0.478311	1.062307	  	11.9	0.7	  	1.4	3.8	178.0	84.5	75.7	22.9	36.4	28.0	565.2	0.7	1.5	84.7						2
Forårsudl. italiensk rajgræs, ensilage 			546	34	  	11.3	16.1	12.0	6.7	3.8	4.5	3.3	1.8	180.0	68.1	25.7	4.6	0.0	44.9	  	  	74.4	78.5	92.0	62.7	73.8	72.6	73.0	  	6.3	4.3	1.9	35.0	2.3	  	3.2	  	230.0	50.0	50.0	11.0	0.7	0.0	  	60	150	  	75	  	57.825	0.503698	1.182402	  	12.6	0.8	  	1.3	3.7	152.1	84.7	48.4	22.3	58.4	0.0	570.0	0.6	1.5	73.5						2
Efter-  afgrøde, helsæd, ensilage 			548	30	  	12.9	17.4	13.2	6.3	5.6	4.5	3.3	1.8	180.0	65.2	25.3	3.2	0.0	43.4	  	  	75.8	80.2	92.0	59.7	73.8	71.5	72.5	  	6.3	4.4	2.0	38.0	1.5	10.5	2.2	603.8	230.0	67.0	83.0	9.0	0.7	0.0	  	60	150	  	75	  	56.925	0.511509	1.235772	  	12.4	0.8	  	1.3	4.3	171.4	81.8	73.0	22.8	41.6	0.0	564.7	0.7	1.6	74.0						2
Efter-  afgrøde, korn, ensilage 			549	28	  	13.0	17.6	13.4	6.2	5.9	4.5	3.3	1.8	180.0	64.9	25.3	3.9	0.0	42.1	  	  	76.0	80.4	92.0	59.2	73.8	70.8	72.0	  	6.2	4.5	2.0	36.0	1.3	10.5	1.9	562.7	230.0	72.0	75.0	9.0	0.7	0.0	  	60	150	  	75	  	56.925	0.530689	1.267857	  	12.3	0.8	  	1.3	4.7	175.5	81.5	78.0	23.0	51.2	0.0	551.9	0.7	1.7	74.7						2
