			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	FeedCat
Foder-marvkål, ensilage 			575	17	  	12.9	11.3	7.509	6.157137	0.286214	4.1	2.936	2.665	  	71.7	28	1	0	48.654	  	  	66.45132	81	93	63.15789	71.61	69.25244	69	  	19.4	4.3	2.8	30	2.5	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	63	0.693809	1.582288	  	11.41174	0.662461801	  	1.509521	8.879539	113.3499	92.94327	4.32046	40.22873	15.09521	0	734.4423	1.047319	2.388496	95.09982						2
Heste- bønne, ensilage 			576	20	  	9	17	12.81	6.004187	4.7775	2.5	1.4	1.625	  	71.5	27	12	0	39.31	  	  	75.35294	82	87	27.77777	56	71.76223	72	  	13	4.7	2.5	17	2.7	  	  	  	  	40	32	7	0.17	  	  	  	  	  	  	  	61	0.429921	1.049987	  	12.45901	0.769506608	  	1.299534	6.497671	166.4703	78.02645	62.08523	21.11742	155.944	0	510.8468	0.558696	1.364493	79.27157						2
Sød lupin, ensilage 			579	26	  	8.6	16	11.88	5.767043	5.350178	3.8	2.648	2.47	  	71.6	35	1	6	36.511	  	  	74.25	82	93	61.11111	69.684	60.76955	63.5	  	10.2	3.4	2.8	19	1.8	  	1.7	  	  	92	91	8	  	  	  	  	  	  	  	  	78.75	0.508533	1.172039	  	11.31015	0.628124132	  	1.592042	6.123241	189.1345	91.81374	85.17708	39.32343	15.92042	95.52252	581.2704	0.809605	1.865935	125.3733						2
Havre + ærte + vikke, ensilage 			580	34	  	8.1	12.5	8.625	5.722543	1.451607	2	0.92	1.3	  	77.4	28.6	1	15	33.271	  	  	69	82	88	33.33333	46	63.65762	64	  	7	3.4	1.9	23	0.5	  	1.6	  	  	51	75	5	  	  	  	  	  	  	  	  	64	0.5166	1.157135	  	10.92819	0.612556302	  	1.632503	4.80148	140.8033	93.42068	23.69752	21.22253	16.32503	244.8754	543.15	0.843351	1.889026	104.4801						2
Grønbyg- ensilage 			581	33	  	10.5	15.5	11.415	6.787046	3.165803	2	0.92	1.26	  	72	28.3	2	5	46.4475	  	  	73.64516	82	93	61.11111	46	74.23263	73.5	  	5.4	3.7	1.7	29.5	0.9	5.8	1.6	530.2258	  	42	60	8	  	0.032	  	  	  	  	  	  	63.675	0.519149	1.206023	  	12.32693	0.751933409	  	1.329905	4.030016	151.8086	90.26126	42.10217	16.7568	26.5981	66.49525	617.7076	0.690418	1.603896	84.6817						2
Byg- helsæd, ensilage, høj FK 			582	37	  	5.4	10.4	6.672	6.953706	-2.3636	2	0.92	1.26	  	82.2	20.3	1.8	25.8	33.393	  	  	64.15384	82	89	38.88888	46	74.20072	72.5	  	3.1	2.8	1.3	16	0.5	5.8	1	205.066	120	26	52	5	0.08	0.025	  	2	4	  	100	  	45.675	0.440154	1.107487	  	12.48274	0.795103435	  	1.257698	3.399186	83.91361	87.45662	-29.7269	15.84699	22.63856	324.486	419.983	0.55358	1.392884	57.44535						2
Byg- helsæd, ensilage, middel FK 	FEEDWHOLECROP_BARLEY_SILAGE	WHOLECROP_BARLEY	583	36	  	5.5	10.4	6.672	6.509584	-1.84441	2	0.92	1.26	  	82.1	22	1.8	23.3	32.9855	  	  	64.15384	82	87	27.77777	46	70.74969	69.5	  	3.3	2.9	1.3	17	0.5	5.8	1	230.6414	120	27	54	5	0.08	0.025	  	2	4	  	100	  	49	0.464638	1.129103	  	11.97975	0.739457918	  	1.352342	3.756508	90.22825	88.03183	-24.9427	17.0395	24.34215	315.0956	446.0767	0.628349	1.526933	66.26475						2
Byg- helsæd, ensilage, lav FK 			584	35	  	5.8	10.4	6.672	6.051968	-1.30253	2	0.92	1.26	  	81.8	24	1.8	20.4	32.851	  	  	64.15384	82	85	16.66666	46	67.29951	66.5	  	3.6	3	1.3	18	0.5	5.8	1	256.2169	120	30	76	5	0.08	0.025	  	2	4	  	100	  	54	0.490536	1.155896	  	11.45478	0.680598055	  	1.469296	4.197988	98.03142	88.92132	-19.138	18.51312	26.44732	299.7363	482.6784	0.720742	1.698353	79.34198						2
Vinterbyg- helsæd, ensilage 			585	37	  	5.7	10.3	6.579	6.217256	-1.6656	2	0.92	1.26	  	82	24.5	1.8	18.3	36.525	  	  	63.87378	82	85	16.66666	46	69.05487	68	  	3.4	2.7	1.3	17	0.5	5.8	1	230.6414	120	30	61	5	0.08	0.025	  	2	4	  	100	  	55.125	0.480431	1.141476	  	11.70454	0.703564893	  	1.421333	3.841442	93.50949	88.36791	-23.6737	17.90879	25.58399	260.1039	519.1418	0.682852	1.622417	78.35098						2
Havre- helsæd, ensilage 	FEEDWHOLECROP_OAT_SILAGE	WHOLECROP_OAT	586	34	  	7.8	11.4	7.602	5.535437	0.646357	2.5	1.4	1.625	  	78.3	27	1	15	34.006	  	  	66.68421	84	87	18.75	56	63.86462	64	  	4.7	2.9	1.5	19	0.7	  	1	  	  	57	67	5	  	  	  	  	  	  	  	  	60.75	0.516162	1.186581	  	10.97115	0.622357703	  	1.606793	4.725862	122.1484	88.94301	10.38561	26.11038	16.06793	241.0189	546.406	0.829365	1.90659	97.61267						2
Hvede- græs, ensilage 			587	36	  	8	13	9.09	6.188962	1.2525	3.3	2.168	1.683	180	75.7	25	3	13	36.682	  	  	69.92307	82	89	38.88888	65.69697	69.59313	69.5	  	5.4	3.2	1.6	21	0.9	9	1.5	228.9437	262	56	76	7	0.25	0.035	  	30	75	  	90	  	56.25	0.465867	1.130174	  	12.05676	0.736663988	  	1.357471	3.770752	123.3941	84.01336	17.00232	22.84623	40.72413	176.4712	497.9475	0.6324	1.534178	76.35774						2
Hvede- ært, ensilage 			588	35	  	6	12	8.16	6.594375	-0.33642	2	0.92	1.26	180	80	22	2	25	30.66	  	  	68	83	89	35.29411	46	72.075	71	  	5.1	2.7	1.4	15	0.5	6	1.3	155.1067	120	28	46	6	0.15	0.023	  	  	  	  	  	  	49.5	0.444371	1.048237	  	12.26678	0.767845694	  	1.302345	3.720988	106.2713	85.88151	-4.38134	16.40954	26.0469	325.5862	399.2989	0.578724	1.365166	64.46607						2
Hvede- helsæd, ensilage, høj FK 			589	42	  	4.8	9.8	6.114	7.209887	-3.11792	2	0.92	1.26	  	83.4	20.5	2	28.1	32.362	32	  	62.38775	82	91	50	46	74.89448	73	  	2.2	2.6	1.1	12	0.3	6.3	0.7	98.73406	70	27	41	5	0.05	0.027	  	1	3	  	75	  	46.125	0.435286	1.102583	  	12.60164	0.806168154	  	1.240436	2.953421	75.84025	89.43403	-38.6758	15.62949	24.80872	348.5625	401.4298	0.539944	1.367683	57.21511						2
Hvede- helsæd, ensilage, middel FK 	FEEDWHOLECROP_WHEAT_SILAGE	WHOLECROP_WHEAT	590	41	  	4.8	9.4	5.742	6.922562	-3.00235	2	0.92	1.26	  	83.8	22.2	2	24.7	33.278	39	  	61.0851	82	91	50	46	71.57279	70	  	2.2	2.6	1.1	13	0.3	6.3	0.7	124.3095	70	27	49	5	0.05	0.027	  	1	3	  	75	  	49.95	0.460505	1.121392	  	12.08174	0.748851075	  	1.335379	3.257022	76.67746	92.44243	-40.0927	16.82577	26.70758	329.8386	444.3874	0.614948	1.497483	66.70218	0.26	22	0.61	0.31	0.64	2
Hvede- helsæd, ensilage, lav FK 			591	41	  	5.2	9.1	5.463	6.552368	-2.83767	2	0.92	1.26	  	83.7	24.4	2	21.7	32.959	46	  	60.03296	80	89	45	46	67.69295	66.5	  	2.2	2.6	1.1	14	0.3	6.3	0.7	149.8849	70	27	67	5	0.05	0.027	  	1	3	  	75	  	54.9	0.491793	1.150304	  	11.43994	0.677742332	  	1.475487	3.598749	80.60585	96.67933	-41.8694	18.59113	29.50974	320.1806	486.3057	0.725634	1.697258	81.00423						2
Majs- ensilage, høj FK 			592	32	  	3.8	8	4.44	8.786675	-7.28785	2.2	1.112	1.43	  	86	18.2	2	30.7	36.784	34	  	55.5	64	91	75	50.545	80.79534	78	  	2	2.6	1.3	12	0.3	2.3	0.4	230.1601	60	19	45	5	0.02	0.032	  	1	2	  	25	  	32.76	0.393716	1.093599	  	13.47622	0.900645312	  	1.110315	3.469737	49.29798	97.55977	-80.918	15.8775	22.2063	340.8667	408.4182	0.437148	1.214239	36.37391						2
Majs- ensilage, middel FK 	FEEDMAIZE_SILAGE	MAIZE	593	31	  	3.9	8	4.44	8.263121	-6.60491	2.2	1.112	1.43	  	85.9	19.7	2	29	36.0035	38	  	55.5	67	89	66.66666	50.545	78.00174	75.5	  	2	2.6	1.3	12	0.3	2.3	0.4	230.1601	60	19	45	5	0.02	0.032	  	1	2	  	25	  	35.46	0.41468	1.110099	  	13.04709	0.852999231	  	1.172334	3.781723	52.05162	96.87137	-77.4316	16.76437	23.44668	339.9768	422.0812	0.486143	1.301406	41.57096						2
Majs- ensilage, lav FK 			594	28.6	  	4.1	8	4.44	7.63045	-5.73857	2.2	1.112	1.43	  	85.7	22.4	2	24.4	37.096	40	  	55.5	70	87	56.66666	50.545	74.09101	72	  	2	2.6	1.3	12	0.3	2.3	0.4	230.1601	60	19	45	5	0.02	0.032	  	1	2	  	25	  	40.32	0.445208	1.145576	  	12.4403	0.783617996	  	1.276132	4.462001	56.66026	97.37461	-73.2317	18.24868	25.52264	311.3762	473.3939	0.568144	1.461906	51.45364						2
Triticale- helsæd, ensilage 			595	41	  	5.2	9.1	5.463	6.552368	-2.83767	2	0.92	1.26	  	83.7	24.4	2	21.7	32.959	46	  	60.03296	80	89	45	46	67.69295	66.5	  	2.4	2.4	1.1	14	0.5	6.3	1.1	133.5806	70	30	67	5	0.05	0.027	  	1	3	  	75	  	54.9	0.491793	1.150304	  	11.43994	0.677742332	  	1.475487	3.598749	80.60585	96.67933	-41.8694	18.59113	29.50974	320.1806	486.3057	0.725634	1.697258	81.00423						2
Grønrug, ensilage 			597	27	  	9.8	14.1	10.113	6.86945	2.019142	3.9	2.744	2.535	  	72.2	27	2	0	51.44	  	  	71.7234	82	95	72.22222	70.359	74.01662	73.5	  	4.1	3.9	1.5	31	0.7	5.9	1.3	575.8264	109	45	48	6	0.07	0.07	  	  	  	  	  	  	65	0.527616	1.274217	  	12.63235	0.786649612	  	1.271214	4.7082	128.5578	87.32541	25.66761	32.22527	25.42428	0	653.9124	0.670712	1.619802	82.62891						2
Grønbyg- ært, ensilage, 40% ærter 			574	33	  	9.9	15.8	11.694	6.684716	3.605232	2	0.92	1.28	  	72.3	27	2	5.8	45.4491	  	  	74.01265	83	93	58.82352	46	73.6502	73.1	  	7.2	3.6	2	26	0.7	  	1.4	  	  	47	58	9	  	0.03	  	  	  	  	  	  	60.75	0.477514	1.120172	  	12.36023	0.759737556	  	1.316244	3.988619	153.9215	87.98717	47.45364	16.84792	26.32488	76.34215	598.221	0.628524	1.474419	79.96182						2
Grønbyg- ært, ensilage, 70% ærter 			577	33	  	9.5	16.1	11.973	6.572143	4.061321	2	0.92	1.28	  	72.4	26	2	6.4	44.591	  	  	74.36645	84	93	56.25	46	73.19198	72.8	  	8.6	3.5	2.2	23.5	0.5	  	1.3	  	  	51	57	9	  	0.02	  	  	  	  	  	  	58.5	0.450165	1.063746	  	12.3832	0.765479332	  	1.306371	3.958701	156.4117	85.85657	53.05591	16.72154	26.12742	83.60774	582.5238	0.588082	1.389646	76.4227						2
Grønært, ensilage 			578	33	  	9.1002	16.3	12.159	6.460081	4.422258	2	0.92	1.3	  	72.5998	25	2	7	43.82335	  	  	74.59509	85	93	53.33333	46	72.75964	72.5	  	9.9	3.4	2.4	21	0.3	6	1.1	312.3637	290	55	55	10	0.25	0.02	  	  	  	  	  	  	56.25	0.429488	0.941293	  	12.39928	0.770539501	  	1.297792	3.932704	157.7985	83.83841	57.39171	16.87129	25.95584	90.84544	568.7359	0.557386	1.221602	73.0008						2
Byg-ært, ensilage, 20% ærter 			596	34	  	5.9	11.1	7.323	6.677909	-1.16155	2	0.92	1.26	  	81	22.5	2	22.2	33.8975	  	  	65.97297	83	90	41.17647	46	71.7253	70.5	  	4.9	2.9	1.5	17	0.5	5.8	0.9	236.8914	155	29	45	6	0.12	0.024	  	2	5	  	80	  	50.625	0.453906	1.086352	  	12.13961	0.753532939	  	1.327082	3.903184	97.18221	88.62132	-15.4147	16.72123	26.54164	294.6122	449.8476	0.60237	1.441678	67.18352						2
Byg-ært, ensilage, 40% ærter 	FEEDBARLEY-PEA_SILAGE	BARLEY-PEA	598	32	  	6.5	13.2	9.276	6.570681	1.05425	2	0.92	1.26	  	78.3	22.8	2.3	19.8	34.089	  	  	70.27272	84	91	43.75	46	71.76117	71	  	6	3	1.6	18	0.5	5.9	0.9	259.65	190	30	45	6	0.15	0.023	  	2	6	  	90	  	51.3	0.443797	1.049955	  	12.28278	0.76665187	  	1.304373	4.076166	120.9936	85.70618	13.75135	16.43509	30.00057	258.2658	444.6477	0.578876	1.369532	66.91433	0.4	51	6.19	0.88	3.28	2
Byg-ært, ensilage, 60% ærter 			600	32	  	7.3	15.2	11.136	6.452953	3.085053	2	0.92	1.26	  	75.5	22.9	2.5	17.6	34.1245	  	  	73.26315	84	91	43.75	46	71.82052	71.5	  	7.1	3.2	1.7	19	0.5	5.9	1	278.9754	220	30	45	7	0.18	0.022	  	3	7	  	90	  	51.525	0.434949	1.009716	  	12.39373	0.777277988	  	1.286541	4.020442	143.2692	83.01988	39.69047	16.21041	32.16352	226.4312	439.0256	0.559579	1.299041	66.28902						2
Ærte- helsæd, ensilage 	FEEDPEA_SILAGE	PEA	599	33	  	8.6	16.7	12.531	6.479887	4.763928	2	0.92	1.3	  	72.7	22	2.7	15	35.114	46	  	75.03592	85	93	53.33333	46	72.64649	72.5	  	9.6	3.3	2.2	21	0.6	6	1.1	325.4072	290	39	55	7.5	0.25	0.02	  	4	9	  	  	  	49.5	0.421456	0.935788	  	12.48782	0.789706648	  	1.266293	3.837253	158.6791	82.05435	60.32528	16.4618	34.18991	189.9439	444.6461	0.533686	1.184981	62.6815						2
Lucerne-hø 			602	89	  	8.6	16.8	12.624	5.958075	5.874428	2.9	1.784	1.392	210	71.7	32.3	8	0	30.604	  	  	75.14285	76	93	70.83333	61.51724	53.841	58	  	16.8	2.7	2.3	24	0.5	  	2.6	  	250	45	24	9	  	  	  	  	  	  	  	  	96.9	0.50952	1.084495	  	10.3468	0.542217605	  	1.844278	2.072222	232.8216	109.8834	108.3407	25.67234	147.5422	0	564.4228	0.939696	2.00011	178.7105						2
Kløverhø, høj FK 			625	84	  	8.5	13.2	9.276	7.740387	-0.70421	2.4	1.304	1.152	  	75.9	28.7	8	1.5	43.97	53	  	70.27272	67	91	72.72727	54.333	70.44795	70	  	6.2	3	1.6	26	0.5	  	1.4	  	  	45	87	8	0.05	  	  	12	30	  	20	  	86.1	0.536449	1.195775	  	11.9434	0.712614125	  	1.403284	1.670576	130.1686	108.6196	-9.88206	16.16583	112.2627	21.04926	617.0239	0.75279	1.678011	120.8227						2
Kløverhø, Lav FK 			626	84	  	7	9.3	5.649	6.753931	-2.65603	2.1	1.016	1.008	  	81.6	33.4	8	1.5	38.705	55	  	60.74193	64	91	75	48.381	59.07475	59	  	6.2	3	1.6	26	0.5	  	1.4	  	  	45	87	8	0.05	  	  	12	30	  	20	  	100.2	0.625791	1.325281	  	10.05523	0.509564526	  	1.96246	2.336262	110.8593	132.5431	-52.1235	19.78159	156.9968	29.4369	759.5701	1.228089	2.60081	196.6384						2
Græshø 			665	83	  	7.7	12.1	8.253	7.147587	-0.86549	2.6	1.496	1.196	  	77.6	31	8	0	42.246	  	  	68.20661	67	90	69.69696	57.538	64.75	65	  	5.1	2.6	1.5	20	1.2	8	1.4	250.8307	  	91	79	7	  	  	  	12	30	  	20	  	93	0.572171	1.242115	  	11.20321	0.631427936	  	1.583712	1.908087	130.7037	113.1971	-13.7068	18.94119	126.6969	0	669.0549	0.906154	1.967152	147.2852						2
Grønhø, Ekstra 			671	90	  	9	18	11.902	9.576825	1.013571	3.7	2.552	1.998	  	69.3	24	13	0	40.796	  	  	66.12222	59	92	80.4878	68.97297	77.6277	75	  	5.5	3.5	1.7	30	1.8	12	2	382.4961	  	  	  	  	  	  	  	40	100	  	80	  	54	0.480595	1.092124	  	13.06203	0.839555841	  	1.191106	1.323451	141.7654	114.0701	12.0727	23.79829	154.8437	0	485.9236	0.572439	1.300835	64.31972						2
Grønhø, Plus 			672	90	  	9	18	11.902	8.772987	1.774642	3.4	2.264	1.564	  	69.6	26	8	0	41.534	  	  	66.12222	59	89	73.17073	66.58823	71.16954	70	  	5.5	3.5	1.7	30	1.8	12	2	382.4961	  	  	  	  	  	  	  	40	100	  	80	  	58.5	0.52001	1.121258	  	12.22645	0.749976563	  	1.333375	1.481527	158.6982	116.9768	23.66263	20.85398	106.67	0	553.8039	0.693368	1.495057	78.00243						2
Grønhø, Standard 			673	90	  	9	17	10.993	7.890231	1.783392	3.1	1.976	1.271	  	70.9	28	6	0	40.181	  	  	64.6647	59	86	65.85365	63.74193	65.1354	65	  	5.5	3.5	1.7	30	1.8	12	2	382.4961	  	  	  	  	  	  	  	40	100	  	20	  	63	0.562169	1.161302	  	11.32781	0.654161284	  	1.528675	1.698527	168.0472	120.6159	27.26226	19.42945	91.7205	0	614.2369	0.859373	1.775253	96.30652						2
Grønhø, lucerne 			675	91	  	9	17	11.513	6.713831	4.85625	3.8	2.648	1.824	210	70.2	32	8	0	33.349	  	  	67.72352	72	93	75	69.68421	58.9017	61	  	19	3	2	30	1.5	  	  	  	250	45	24	9	  	  	  	40	100	  	80	  	72	0.490993	0.993165	  	10.84717	0.592745741	  	1.687064	1.853917	194.2316	113.2666	81.92804	30.77204	134.9651	0	562.6189	0.828336	1.675532	121.4686						2
Grønpiller, Ekstra 			705	92	  	10	18	11.902	9.497137	1.1475	3.7	2.552	1.998	200	68.3	24	13	0	40.046	  	  	66.12222	59	92	80.4878	68.973	77.66617	75	  	6.1	3.8	1.8	33	1.6	12	1.8	463.0268	220	67	47	7	0.4	0.04	  	40	100	  	80	  	4	0.22	1.05	  	12.93228	0.826723678	  	1.209594	1.314777	143.9658	114.8767	13.88009	24.16768	157.2472	0	484.394	0.26611	1.270073	4.838376						2
Grønpiller, Plus 			706	92	  	11	18	11.902	8.624237	2.024642	3.4	2.264	1.564	200	67.6	25.5	8	0	40.134	  	  	66.12222	59	89	73.17073	66.588	71.20414	70	  	6.1	3.6	1.8	30	1.6	12	1.8	386.3004	220	78	47	7	0.4	0.04	  	40	100	  	80	  	4	0.22	1.05	  	11.98425	0.727758076	  	1.374083	1.493568	163.5433	118.5041	27.82026	21.49065	109.9266	0	551.4744	0.302298	1.442787	5.496332						2
Grønpiller, Standard 			707	92	  	11	17	10.993	7.752106	2.015535	3.1	1.976	1.271	200	68.9	28.5	6	0	38.881	  	  	64.6647	59	86	65.85365	63.74193	65.13933	65	  	5	2.8	1.5	21	0.9	12	1.3	156.9366	220	91	47	7	0.4	0.04	  	40	100	  	80	  	4.275	0.22	1.05	  	11.10291	0.630183654	  	1.586839	1.724825	174.4412	123.0134	31.98329	20.16872	95.21034	0	616.9788	0.349104	1.66618	6.783736						2
Lucerne- piller, Ekstra 			708	92	  	10	20	14.24	7.725025	6.005	3.8	2.648	2.052	  	66.2	25	12	0	35.012	  	  	71.2	72	93	75	69.684	71.0151	71	  	19	3	2	30	0.6	8	1.9	449.2482	190	38	63	7	0.1	0.03	  	40	100	  	80	  	3.75	0.22	1.05	  	12.48781	0.779295065	  	1.283211	1.394794	182.7292	99.12837	77.05682	26.33148	153.9853	0	449.2778	0.282306	1.347371	4.812041						2
Lucerne- piller, Standard 			709	92	  	10	17	11.513	6.649018	4.965178	3.8	2.648	1.824	  	69.2	32	10	0	30.739	  	  	67.72352	72	93	75	69.684	58.87138	61	  	19	3	2	30	0.6	8	1.9	449.2482	190	38	63	7	0.1	0.03	  	40	100	  	80	  	4.8	0.22	1.05	  	10.74164	0.582308761	  	1.717302	1.866632	197.7129	114.1837	85.2671	31.32358	171.7302	0	527.8814	0.377806	1.803167	8.243049						2
Byghalm, NaOH-beh. 			681	82	  	9.5	4.5	1.185	5.566118	-5.97982	1.8	0.728	0.45	  	84.2	41.1	0	0	52.387	  	  	26.33333	75	67	0	40.444	62.21733	60	  	3.5	0.8	0.9	17	28.1	  	  	  	470	29	24	4	  	0.07	  	  	  	  	  	  	92	0.65	1.382001	  	9.598523	0.437677177	  	2.284789	2.786329	27.07474	127.174	-136.626	10.28155	0	0	1196.932	1.485112	3.15758	210.2005						2
Byghalm, NH3-beh., høj FK 			682	85	  	4.5	8.3	4.719	5.306443	-2.27839	1.8	0.728	0.45	  	85.4	41.5	0	0	49.943	  	  	56.85542	80	80	0	40.444	58.48126	58	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.19	0.05	  	  	  	  	  	  	125	0.65	1.348558	  	10.03224	0.479184466	  	2.086879	2.455152	98.47982	110.739	-47.5472	9.390955	0	0	1042.249	1.356471	2.814277	260.8598						2
Byghalm, NH3-beh., lav FK 			683	85	  	4.5	6.9	3.417	5.038906	-2.94875	1.8	0.728	0.45	  	86.8	43	0	0	47.425	  	  	49.52173	80	80	0	40.444	54.63709	54	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.19	0.05	  	  	  	  	  	  	129	0.65	1.414271	  	9.281067	0.399687604	  	2.501954	2.943475	85.49176	126.0711	-73.7763	11.25879	0	0	1186.551	1.62627	3.53844	322.752						2
Havre- halm,    NH3-beh. 			686	85	  	6	8	4.44	5.0235	-2.04285	2	0.92	0.5	  	84	41.4	0	0	47.28	  	  	55.5	80	80	0	46	56.28571	56	  	4.1	1.4	1.1	21	2.3	  	  	  	187	83	81	7	0.06	  	  	  	  	  	  	  	124	0.65	1.385256	  	9.56943	0.43375875	  	2.305429	2.71227	102.361	115.8132	-47.0964	11.52714	0	0	1090.006	1.498528	3.193609	285.8731						2
Hvede- halm,    NH3-beh. 			689	85	  	3.1	8	4.44	5.000337	-2.00392	1.9	0.824	0.475	  	87	45.3	0	0	47.062	  	  	55.5	80	80	0	43.368	54.09425	54	  	3.1	0.8	1	10	1.3	  	  	  	291	64	39	8	0.06	  	  	  	  	  	  	  	136	0.65	1.402563	  	9.498964	0.413256611	  	2.419804	2.846828	107.4392	120.9983	-48.4909	11.49406	0	0	1138.808	1.572872	3.393927	329.0933						2
Rughalm, NH3-beh. 			697	85	  	3.6	8	4.44	4.3571	-0.92285	1.9	0.824	0.475	  	86.5	44	0	0	41.008	  	  	55.5	80	80	0	43.368	47.40809	48	  	2.9	1	1	10	1.5	  	  	  	166	74	19	4	0.05	  	  	  	  	  	  	  	132	0.7	1.492708	  	8.451622	0.314185507	  	3.182833	3.744509	141.3177	138.6792	-29.3727	15.11845	0	0	1305.216	2.227983	4.75104	420.1339						2
Vårbyg- halm 			781	85	  	4.5	4	0.72	4.402043	-4.99839	1.9	0.824	0.475	  	89.6	45.2	0	0	41.431	82	  	18	60	67	0	43.368	46.23995	45	  	4.6	0.9	0.9	20	1.4	17	1.1	24.75527	470	30	147	3	0.19	0.05	  	  	  	  	  	  	135	0.85	1.579816	  	7.623185	0.228089027	  	4.384253	5.157944	31.56662	192.9967	-219.142	20.8252	0	0	1816.439	3.726615	6.926313	591.8741						2
Vinterbyg- halm 			782	85	  	4.5	4	0.72	4.300575	-4.82785	1.9	0.824	0.475	  	89.6	45.2	0	0	40.476	82	  	18	60	67	0	43.368	45.1741	44	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.19	0.05	  	  	  	  	  	  	135	0.85	1.597269	  	7.45797	0.211749291	  	4.722566	5.55596	34.00247	203.0974	-227.998	22.43218	0	0	1911.505	4.014181	7.543208	637.5464						2
Havre -halm 			785	85	  	6	3.7	0.441	4.249893	-4.92267	2	0.92	0.5	  	88.3	41.4	0	0	39.999	  	  	11.91891	60	67	0	46	45.29898	44	  	4.1	1.4	1.1	21	2.3	  	  	  	187	83	81	7	0.06	  	  	  	  	  	  	  	124	0.9	1.595573	  	7.340579	0.213325324	  	4.687676	5.514913	20.67265	199.2212	-230.758	23.43838	0	0	1875.023	4.218908	7.479529	581.2718						2
MAIZE STRAW	MAIZEST		786	85	  	3.1	3.3	0.068999	4.435193	-5.4741	1.9	0.824	0.475	  	91.7	45.3	0	0	41.743	  	  	2.090909	60	67	0	43.368	45.52126	44	  	3.6	0.9	0.9	15	0.1	9.5	0.9	64.1239	291	35	46	3	0.06	  	  	  	  	  	  	  	136	0.9	1.591119	  	7.519378	0.217475553	  	4.598218	5.409669	3.172724	203.9398	-251.711	21.84153	0	0	1919.434	4.138396	7.316312	625.3576						2
Hvede -halm 			788	85	  	3.1	3.3	0.068999	4.435193	-5.4741	1.9	0.824	0.475	  	91.7	45.3	0	0	41.743	  	  	2.090909	60	67	0	43.368	45.52126	44	  	3.6	0.9	0.9	15	0.1	9.5	0.9	64.1239	291	35	46	3	0.06	  	  	  	  	  	  	  	136	0.9	1.591119	  	7.519378	0.217475553	  	4.598218	5.409669	3.172724	203.9398	-251.711	21.84153	0	0	1919.434	4.138396	7.316312	625.3576						2
Rughalm 			796	85	  	3.6	3.8	0.534	3.952712	-4.36321	1.9	0.824	0.475	  	90.7	44	0	0	37.202	  	  	14.05263	60	67	0	43.368	41.01653	40	  	2.9	1	1	10	1.5	  	  	  	166	74	19	4	0.05	  	  	  	  	  	  	  	132	1	1.659665	  	6.846487	0.15543762	  	6.433449	7.568764	34.35461	254.2957	-280.704	30.55888	0	0	2393.371	6.433449	10.67737	849.2152						2
Ærtehalm 			799	87	  	10	7.2	3.696	4.52285	-3.28142	1.6	0.536	0.4	  	81.2	41	0	0	42.568	  	  	51.33333	60	67	0	33.5	52.42364	52	  	13.5	2	2.4	7.5	1.7	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	123	0.7	1.483549	  	8.442925	0.323735336	  	3.088943	3.550509	114.1673	139.7082	-101.361	12.35577	0	0	1314.901	2.16226	4.582598	379.9399						2
